data_referencia,ano,uf_id,sexo_id,sexo,faixa_etaria_id,faixa_etaria,faixa_etaria_ordem,faixa_macro,populacao
2022-01-01,2022,50,6794,Total,6653,100 anos ou mais,100,60 anos ou mais,468
2022-01-01,2022,51,6794,Total,6653,100 anos ou mais,100,60 anos ou mais,492
2022-01-01,2022,52,6794,Total,6653,100 anos ou mais,100,60 anos ou mais,903
2022-01-01,2022,53,6794,Total,6653,100 anos ou mais,100,60 anos ou mais,300
2022-01-01,2022,11,4,Homens,93070,0 a 4 anos,0,0 a 14 anos,57661
2022-01-01,2022,12,4,Homens,93070,0 a 4 anos,0,0 a 14 anos,36080
2022-01-01,2022,13,4,Homens,93070,0 a 4 anos,0,0 a 14 anos,178676
2022-01-01,2022,14,4,Homens,93070,0 a 4 anos,0,0 a 14 anos,32994
2022-01-01,2022,15,4,Homens,93070,0 a 4 anos,0,0 a 14 anos,320735
2022-01-01,2022,16,4,Homens,93070,0 a 4 anos,0,0 a 14 anos,33466
2022-01-01,2022,17,4,Homens,93070,0 a 4 anos,0,0 a 14 anos,58619
2022-01-01,2022,21,4,Homens,93070,0 a 4 anos,0,0 a 14 anos,262482
2022-01-01,2022,22,4,Homens,93070,0 a 4 anos,0,0 a 14 anos,110290
2022-01-01,2022,23,4,Homens,93070,0 a 4 anos,0,0 a 14 anos,293550
2022-01-01,2022,24,4,Homens,93070,0 a 4 anos,0,0 a 14 anos,104530
2022-01-01,2022,25,4,Homens,93070,0 a 4 anos,0,0 a 14 anos,134750
2022-01-01,2022,26,4,Homens,93070,0 a 4 anos,0,0 a 14 anos,300904
2022-01-01,2022,27,4,Homens,93070,0 a 4 anos,0,0 a 14 anos,116283
2022-01-01,2022,28,4,Homens,93070,0 a 4 anos,0,0 a 14 anos,75459
2022-01-01,2022,29,4,Homens,93070,0 a 4 anos,0,0 a 14 anos,450360
2022-01-01,2022,31,4,Homens,93070,0 a 4 anos,0,0 a 14 anos,603282
2022-01-01,2022,32,4,Homens,93070,0 a 4 anos,0,0 a 14 anos,122554
2022-01-01,2022,33,4,Homens,93070,0 a 4 anos,0,0 a 14 anos,443094
2022-01-01,2022,35,4,Homens,93070,0 a 4 anos,0,0 a 14 anos,1255998
2022-01-01,2022,41,4,Homens,93070,0 a 4 anos,0,0 a 14 anos,355890
2022-01-01,2022,42,4,Homens,93070,0 a 4 anos,0,0 a 14 anos,239566
2022-01-01,2022,43,4,Homens,93070,0 a 4 anos,0,0 a 14 anos,310948
2022-01-01,2022,50,4,Homens,93070,0 a 4 anos,0,0 a 14 anos,101161
2022-01-01,2022,51,4,Homens,93070,0 a 4 anos,0,0 a 14 anos,143095
2022-01-01,2022,52,4,Homens,93070,0 a 4 anos,0,0 a 14 anos,234656
2022-01-01,2022,53,4,Homens,93070,0 a 4 anos,0,0 a 14 anos,84606
2022-01-01,2022,11,4,Homens,93084,5 a 9 anos,5,0 a 14 anos,59904
2022-01-01,2022,12,4,Homens,93084,5 a 9 anos,5,0 a 14 anos,38131
2022-01-01,2022,13,4,Homens,93084,5 a 9 anos,5,0 a 14 anos,187406
2022-01-01,2022,14,4,Homens,93084,5 a 9 anos,5,0 a 14 anos,32530
2022-01-01,2022,15,4,Homens,93084,5 a 9 anos,5,0 a 14 anos,341532
2022-01-01,2022,16,4,Homens,93084,5 a 9 anos,5,0 a 14 anos,34346
2022-01-01,2022,17,4,Homens,93084,5 a 9 anos,5,0 a 14 anos,59776
2022-01-01,2022,21,4,Homens,93084,5 a 9 anos,5,0 a 14 anos,279151
2022-01-01,2022,22,4,Homens,93084,5 a 9 anos,5,0 a 14 anos,115175
2022-01-01,2022,23,4,Homens,93084,5 a 9 anos,5,0 a 14 anos,311294
2022-01-01,2022,24,4,Homens,93084,5 a 9 anos,5,0 a 14 anos,112456
2022-01-01,2022,25,4,Homens,93084,5 a 9 anos,5,0 a 14 anos,141221
2022-01-01,2022,26,4,Homens,93084,5 a 9 anos,5,0 a 14 anos,329093
2022-01-01,2022,27,4,Homens,93084,5 a 9 anos,5,0 a 14 anos,120377
2022-01-01,2022,28,4,Homens,93084,5 a 9 anos,5,0 a 14 anos,80020
2022-01-01,2022,29,4,Homens,93084,5 a 9 anos,5,0 a 14 anos,491109
2022-01-01,2022,31,4,Homens,93084,5 a 9 anos,5,0 a 14 anos,640292
2022-01-01,2022,32,4,Homens,93084,5 a 9 anos,5,0 a 14 anos,129691
2022-01-01,2022,33,4,Homens,93084,5 a 9 anos,5,0 a 14 anos,517446
2022-01-01,2022,35,4,Homens,93084,5 a 9 anos,5,0 a 14 anos,1415247
2022-01-01,2022,41,4,Homens,93084,5 a 9 anos,5,0 a 14 anos,387628
2022-01-01,2022,42,4,Homens,93084,5 a 9 anos,5,0 a 14 anos,250512
2022-01-01,2022,43,4,Homens,93084,5 a 9 anos,5,0 a 14 anos,340754
2022-01-01,2022,50,4,Homens,93084,5 a 9 anos,5,0 a 14 anos,105913
2022-01-01,2022,51,4,Homens,93084,5 a 9 anos,5,0 a 14 anos,144518
2022-01-01,2022,52,4,Homens,93084,5 a 9 anos,5,0 a 14 anos,251601
2022-01-01,2022,53,4,Homens,93084,5 a 9 anos,5,0 a 14 anos,94159
2022-01-01,2022,11,4,Homens,93085,10 a 14 anos,10,0 a 14 anos,59741
2022-01-01,2022,12,4,Homens,93085,10 a 14 anos,10,0 a 14 anos,38928
2022-01-01,2022,13,4,Homens,93085,10 a 14 anos,10,0 a 14 anos,181311
2022-01-01,2022,14,4,Homens,93085,10 a 14 anos,10,0 a 14 anos,29925
2022-01-01,2022,15,4,Homens,93085,10 a 14 anos,10,0 a 14 anos,353125
2022-01-01,2022,16,4,Homens,93085,10 a 14 anos,10,0 a 14 anos,33410
2022-01-01,2022,17,4,Homens,93085,10 a 14 anos,10,0 a 14 anos,60962
2022-01-01,2022,21,4,Homens,93085,10 a 14 anos,10,0 a 14 anos,296653
2022-01-01,2022,22,4,Homens,93085,10 a 14 anos,10,0 a 14 anos,122695
2022-01-01,2022,23,4,Homens,93085,10 a 14 anos,10,0 a 14 anos,316899
2022-01-01,2022,24,4,Homens,93085,10 a 14 anos,10,0 a 14 anos,117306
2022-01-01,2022,25,4,Homens,93085,10 a 14 anos,10,0 a 14 anos,146630
2022-01-01,2022,26,4,Homens,93085,10 a 14 anos,10,0 a 14 anos,335707
2022-01-01,2022,27,4,Homens,93085,10 a 14 anos,10,0 a 14 anos,125742
2022-01-01,2022,28,4,Homens,93085,10 a 14 anos,10,0 a 14 anos,84218
2022-01-01,2022,29,4,Homens,93085,10 a 14 anos,10,0 a 14 anos,515528
2022-01-01,2022,31,4,Homens,93085,10 a 14 anos,10,0 a 14 anos,645217
2022-01-01,2022,32,4,Homens,93085,10 a 14 anos,10,0 a 14 anos,126101
2022-01-01,2022,33,4,Homens,93085,10 a 14 anos,10,0 a 14 anos,494467
2022-01-01,2022,35,4,Homens,93085,10 a 14 anos,10,0 a 14 anos,1397236
2022-01-01,2022,41,4,Homens,93085,10 a 14 anos,10,0 a 14 anos,377081
2022-01-01,2022,42,4,Homens,93085,10 a 14 anos,10,0 a 14 anos,238202
2022-01-01,2022,43,4,Homens,93085,10 a 14 anos,10,0 a 14 anos,322165
2022-01-01,2022,50,4,Homens,93085,10 a 14 anos,10,0 a 14 anos,101916
2022-01-01,2022,51,4,Homens,93085,10 a 14 anos,10,0 a 14 anos,135352
2022-01-01,2022,52,4,Homens,93085,10 a 14 anos,10,0 a 14 anos,243224
2022-01-01,2022,53,4,Homens,93085,10 a 14 anos,10,0 a 14 anos,93005
2022-01-01,2022,11,4,Homens,93086,15 a 19 anos,15,15 a 29 anos,61942
2022-01-01,2022,12,4,Homens,93086,15 a 19 anos,15,15 a 29 anos,40435
2022-01-01,2022,13,4,Homens,93086,15 a 19 anos,15,15 a 29 anos,187167
2022-01-01,2022,14,4,Homens,93086,15 a 19 anos,15,15 a 29 anos,28873
2022-01-01,2022,15,4,Homens,93086,15 a 19 anos,15,15 a 29 anos,369568
2022-01-01,2022,16,4,Homens,93086,15 a 19 anos,15,15 a 29 anos,34359
2022-01-01,2022,17,4,Homens,93086,15 a 19 anos,15,15 a 29 anos,63370
2022-01-01,2022,21,4,Homens,93086,15 a 19 anos,15,15 a 29 anos,311432
2022-01-01,2022,22,4,Homens,93086,15 a 19 anos,15,15 a 29 anos,131514
2022-01-01,2022,23,4,Homens,93086,15 a 19 anos,15,15 a 29 anos,330466
2022-01-01,2022,24,4,Homens,93086,15 a 19 anos,15,15 a 29 anos,124463
2022-01-01,2022,25,4,Homens,93086,15 a 19 anos,15,15 a 29 anos,151543
2022-01-01,2022,26,4,Homens,93086,15 a 19 anos,15,15 a 29 anos,348046
2022-01-01,2022,27,4,Homens,93086,15 a 19 anos,15,15 a 29 anos,131153
2022-01-01,2022,28,4,Homens,93086,15 a 19 anos,15,15 a 29 anos,87495
2022-01-01,2022,29,4,Homens,93086,15 a 19 anos,15,15 a 29 anos,542861
2022-01-01,2022,31,4,Homens,93086,15 a 19 anos,15,15 a 29 anos,692733
2022-01-01,2022,32,4,Homens,93086,15 a 19 anos,15,15 a 29 anos,130241
2022-01-01,2022,33,4,Homens,93086,15 a 19 anos,15,15 a 29 anos,513939
2022-01-01,2022,35,4,Homens,93086,15 a 19 anos,15,15 a 29 anos,1460853
2022-01-01,2022,41,4,Homens,93086,15 a 19 anos,15,15 a 29 anos,386743
2022-01-01,2022,42,4,Homens,93086,15 a 19 anos,15,15 a 29 anos,245134
2022-01-01,2022,43,4,Homens,93086,15 a 19 anos,15,15 a 29 anos,340532
2022-01-01,2022,50,4,Homens,93086,15 a 19 anos,15,15 a 29 anos,100956
2022-01-01,2022,51,4,Homens,93086,15 a 19 anos,15,15 a 29 anos,137790
2022-01-01,2022,52,4,Homens,93086,15 a 19 anos,15,15 a 29 anos,258460
2022-01-01,2022,53,4,Homens,93086,15 a 19 anos,15,15 a 29 anos,105447
2022-01-01,2022,11,4,Homens,93087,20 a 24 anos,20,15 a 29 anos,62155
2022-01-01,2022,12,4,Homens,93087,20 a 24 anos,20,15 a 29 anos,39152
2022-01-01,2022,13,4,Homens,93087,20 a 24 anos,20,15 a 29 anos,182347
2022-01-01,2022,14,4,Homens,93087,20 a 24 anos,20,15 a 29 anos,29360
2022-01-01,2022,15,4,Homens,93087,20 a 24 anos,20,15 a 29 anos,356294
2022-01-01,2022,16,4,Homens,93087,20 a 24 anos,20,15 a 29 anos,34754
2022-01-01,2022,17,4,Homens,93087,20 a 24 anos,20,15 a 29 anos,61904
2022-01-01,2022,21,4,Homens,93087,20 a 24 anos,20,15 a 29 anos,285307
2022-01-01,2022,22,4,Homens,93087,20 a 24 anos,20,15 a 29 anos,130264
2022-01-01,2022,23,4,Homens,93087,20 a 24 anos,20,15 a 29 anos,351598
2022-01-01,2022,24,4,Homens,93087,20 a 24 anos,20,15 a 29 anos,128569
2022-01-01,2022,25,4,Homens,93087,20 a 24 anos,20,15 a 29 anos,151096
2022-01-01,2022,26,4,Homens,93087,20 a 24 anos,20,15 a 29 anos,355843
2022-01-01,2022,27,4,Homens,93087,20 a 24 anos,20,15 a 29 anos,126842
2022-01-01,2022,28,4,Homens,93087,20 a 24 anos,20,15 a 29 anos,88110
2022-01-01,2022,29,4,Homens,93087,20 a 24 anos,20,15 a 29 anos,536500
2022-01-01,2022,31,4,Homens,93087,20 a 24 anos,20,15 a 29 anos,768502
2022-01-01,2022,32,4,Homens,93087,20 a 24 anos,20,15 a 29 anos,138739
2022-01-01,2022,33,4,Homens,93087,20 a 24 anos,20,15 a 29 anos,570077
2022-01-01,2022,35,4,Homens,93087,20 a 24 anos,20,15 a 29 anos,1626745
2022-01-01,2022,41,4,Homens,93087,20 a 24 anos,20,15 a 29 anos,426841
2022-01-01,2022,42,4,Homens,93087,20 a 24 anos,20,15 a 29 anos,292053
2022-01-01,2022,43,4,Homens,93087,20 a 24 anos,20,15 a 29 anos,379935
2022-01-01,2022,50,4,Homens,93087,20 a 24 anos,20,15 a 29 anos,103778
2022-01-01,2022,51,4,Homens,93087,20 a 24 anos,20,15 a 29 anos,146781
2022-01-01,2022,52,4,Homens,93087,20 a 24 anos,20,15 a 29 anos,278317
2022-01-01,2022,53,4,Homens,93087,20 a 24 anos,20,15 a 29 anos,115443
2022-01-01,2022,11,4,Homens,93088,25 a 29 anos,25,15 a 29 anos,62121
2022-01-01,2022,12,4,Homens,93088,25 a 29 anos,25,15 a 29 anos,33956
2022-01-01,2022,13,4,Homens,93088,25 a 29 anos,25,15 a 29 anos,164868
2022-01-01,2022,14,4,Homens,93088,25 a 29 anos,25,15 a 29 anos,27568
2022-01-01,2022,15,4,Homens,93088,25 a 29 anos,25,15 a 29 anos,328649
2022-01-01,2022,16,4,Homens,93088,25 a 29 anos,25,15 a 29 anos,31015
2022-01-01,2022,17,4,Homens,93088,25 a 29 anos,25,15 a 29 anos,58023
2022-01-01,2022,21,4,Homens,93088,25 a 29 anos,25,15 a 29 anos,252414
2022-01-01,2022,22,4,Homens,93088,25 a 29 anos,25,15 a 29 anos,119904
2022-01-01,2022,23,4,Homens,93088,25 a 29 anos,25,15 a 29 anos,351614
2022-01-01,2022,24,4,Homens,93088,25 a 29 anos,25,15 a 29 anos,125815
2022-01-01,2022,25,4,Homens,93088,25 a 29 anos,25,15 a 29 anos,145127
2022-01-01,2022,26,4,Homens,93088,25 a 29 anos,25,15 a 29 anos,330119
2022-01-01,2022,27,4,Homens,93088,25 a 29 anos,25,15 a 29 anos,115769
2022-01-01,2022,28,4,Homens,93088,25 a 29 anos,25,15 a 29 anos,83868
2022-01-01,2022,29,4,Homens,93088,25 a 29 anos,25,15 a 29 anos,489887
2022-01-01,2022,31,4,Homens,93088,25 a 29 anos,25,15 a 29 anos,763617
2022-01-01,2022,32,4,Homens,93088,25 a 29 anos,25,15 a 29 anos,138015
2022-01-01,2022,33,4,Homens,93088,25 a 29 anos,25,15 a 29 anos,560559
2022-01-01,2022,35,4,Homens,93088,25 a 29 anos,25,15 a 29 anos,1650670
2022-01-01,2022,41,4,Homens,93088,25 a 29 anos,25,15 a 29 anos,443286
2022-01-01,2022,42,4,Homens,93088,25 a 29 anos,25,15 a 29 anos,312449
2022-01-01,2022,43,4,Homens,93088,25 a 29 anos,25,15 a 29 anos,387770
2022-01-01,2022,50,4,Homens,93088,25 a 29 anos,25,15 a 29 anos,107219
2022-01-01,2022,51,4,Homens,93088,25 a 29 anos,25,15 a 29 anos,152478
2022-01-01,2022,52,4,Homens,93088,25 a 29 anos,25,15 a 29 anos,280165
2022-01-01,2022,53,4,Homens,93088,25 a 29 anos,25,15 a 29 anos,110513
2022-01-01,2022,11,4,Homens,93089,30 a 34 anos,30,30 a 59 anos,61525
2022-01-01,2022,12,4,Homens,93089,30 a 34 anos,30,30 a 59 anos,30655
2022-01-01,2022,13,4,Homens,93089,30 a 34 anos,30,30 a 59 anos,145717
2022-01-01,2022,14,4,Homens,93089,30 a 34 anos,30,30 a 59 anos,24602
2022-01-01,2022,15,4,Homens,93089,30 a 34 anos,30,30 a 59 anos,313245
2022-01-01,2022,16,4,Homens,93089,30 a 34 anos,30,30 a 59 anos,28527
2022-01-01,2022,17,4,Homens,93089,30 a 34 anos,30,30 a 59 anos,56035
2022-01-01,2022,21,4,Homens,93089,30 a 34 anos,30,30 a 59 anos,251891
2022-01-01,2022,22,4,Homens,93089,30 a 34 anos,30,30 a 59 anos,119846
2022-01-01,2022,23,4,Homens,93089,30 a 34 anos,30,30 a 59 anos,337983
2022-01-01,2022,24,4,Homens,93089,30 a 34 anos,30,30 a 59 anos,123743
2022-01-01,2022,25,4,Homens,93089,30 a 34 anos,30,30 a 59 anos,142748
2022-01-01,2022,26,4,Homens,93089,30 a 34 anos,30,30 a 59 anos,325806
2022-01-01,2022,27,4,Homens,93089,30 a 34 anos,30,30 a 59 anos,106710
2022-01-01,2022,28,4,Homens,93089,30 a 34 anos,30,30 a 59 anos,79861
2022-01-01,2022,29,4,Homens,93089,30 a 34 anos,30,30 a 59 anos,481719
2022-01-01,2022,31,4,Homens,93089,30 a 34 anos,30,30 a 59 anos,759089
2022-01-01,2022,32,4,Homens,93089,30 a 34 anos,30,30 a 59 anos,142584
2022-01-01,2022,33,4,Homens,93089,30 a 34 anos,30,30 a 59 anos,554702
2022-01-01,2022,35,4,Homens,93089,30 a 34 anos,30,30 a 59 anos,1672739
2022-01-01,2022,41,4,Homens,93089,30 a 34 anos,30,30 a 59 anos,430515
2022-01-01,2022,42,4,Homens,93089,30 a 34 anos,30,30 a 59 anos,319361
2022-01-01,2022,43,4,Homens,93089,30 a 34 anos,30,30 a 59 anos,388046
2022-01-01,2022,50,4,Homens,93089,30 a 34 anos,30,30 a 59 anos,104625
2022-01-01,2022,51,4,Homens,93089,30 a 34 anos,30,30 a 59 anos,149800
2022-01-01,2022,52,4,Homens,93089,30 a 34 anos,30,30 a 59 anos,277284
2022-01-01,2022,53,4,Homens,93089,30 a 34 anos,30,30 a 59 anos,107927
2022-01-01,2022,11,4,Homens,93090,35 a 39 anos,35,30 a 59 anos,62298
2022-01-01,2022,12,4,Homens,93090,35 a 39 anos,35,30 a 59 anos,30926
2022-01-01,2022,13,4,Homens,93090,35 a 39 anos,35,30 a 59 anos,147366
2022-01-01,2022,14,4,Homens,93090,35 a 39 anos,35,30 a 59 anos,24419
2022-01-01,2022,15,4,Homens,93090,35 a 39 anos,35,30 a 59 anos,320262
2022-01-01,2022,16,4,Homens,93090,35 a 39 anos,35,30 a 59 anos,27694
2022-01-01,2022,17,4,Homens,93090,35 a 39 anos,35,30 a 59 anos,58703
2022-01-01,2022,21,4,Homens,93090,35 a 39 anos,35,30 a 59 anos,263674
2022-01-01,2022,22,4,Homens,93090,35 a 39 anos,35,30 a 59 anos,128024
2022-01-01,2022,23,4,Homens,93090,35 a 39 anos,35,30 a 59 anos,337705
2022-01-01,2022,24,4,Homens,93090,35 a 39 anos,35,30 a 59 anos,130499
2022-01-01,2022,25,4,Homens,93090,35 a 39 anos,35,30 a 59 anos,150472
2022-01-01,2022,26,4,Homens,93090,35 a 39 anos,35,30 a 59 anos,335186
2022-01-01,2022,27,4,Homens,93090,35 a 39 anos,35,30 a 59 anos,112303
2022-01-01,2022,28,4,Homens,93090,35 a 39 anos,35,30 a 59 anos,83036
2022-01-01,2022,29,4,Homens,93090,35 a 39 anos,35,30 a 59 anos,549298
2022-01-01,2022,31,4,Homens,93090,35 a 39 anos,35,30 a 59 anos,775297
2022-01-01,2022,32,4,Homens,93090,35 a 39 anos,35,30 a 59 anos,152838
2022-01-01,2022,33,4,Homens,93090,35 a 39 anos,35,30 a 59 anos,573236
2022-01-01,2022,35,4,Homens,93090,35 a 39 anos,35,30 a 59 anos,1763514
2022-01-01,2022,41,4,Homens,93090,35 a 39 anos,35,30 a 59 anos,427441
2022-01-01,2022,42,4,Homens,93090,35 a 39 anos,35,30 a 59 anos,316249
2022-01-01,2022,43,4,Homens,93090,35 a 39 anos,35,30 a 59 anos,402582
2022-01-01,2022,50,4,Homens,93090,35 a 39 anos,35,30 a 59 anos,106012
2022-01-01,2022,51,4,Homens,93090,35 a 39 anos,35,30 a 59 anos,152580
2022-01-01,2022,52,4,Homens,93090,35 a 39 anos,35,30 a 59 anos,283635
2022-01-01,2022,53,4,Homens,93090,35 a 39 anos,35,30 a 59 anos,112084
2022-01-01,2022,11,4,Homens,93091,40 a 44 anos,40,30 a 59 anos,60618
2022-01-01,2022,12,4,Homens,93091,40 a 44 anos,40,30 a 59 anos,29668
2022-01-01,2022,13,4,Homens,93091,40 a 44 anos,40,30 a 59 anos,140039
2022-01-01,2022,14,4,Homens,93091,40 a 44 anos,40,30 a 59 anos,21464
2022-01-01,2022,15,4,Homens,93091,40 a 44 anos,40,30 a 59 anos,301426
2022-01-01,2022,16,4,Homens,93091,40 a 44 anos,40,30 a 59 anos,25102
2022-01-01,2022,17,4,Homens,93091,40 a 44 anos,40,30 a 59 anos,57250
2022-01-01,2022,21,4,Homens,93091,40 a 44 anos,40,30 a 59 anos,241768
2022-01-01,2022,22,4,Homens,93091,40 a 44 anos,40,30 a 59 anos,122452
2022-01-01,2022,23,4,Homens,93091,40 a 44 anos,40,30 a 59 anos,319883
2022-01-01,2022,24,4,Homens,93091,40 a 44 anos,40,30 a 59 anos,123659
2022-01-01,2022,25,4,Homens,93091,40 a 44 anos,40,30 a 59 anos,146975
2022-01-01,2022,26,4,Homens,93091,40 a 44 anos,40,30 a 59 anos,333035
2022-01-01,2022,27,4,Homens,93091,40 a 44 anos,40,30 a 59 anos,109403
2022-01-01,2022,28,4,Homens,93091,40 a 44 anos,40,30 a 59 anos,81990
2022-01-01,2022,29,4,Homens,93091,40 a 44 anos,40,30 a 59 anos,564106
2022-01-01,2022,31,4,Homens,93091,40 a 44 anos,40,30 a 59 anos,797074
2022-01-01,2022,32,4,Homens,93091,40 a 44 anos,40,30 a 59 anos,154033
2022-01-01,2022,33,4,Homens,93091,40 a 44 anos,40,30 a 59 anos,612313
2022-01-01,2022,35,4,Homens,93091,40 a 44 anos,40,30 a 59 anos,1764496
2022-01-01,2022,41,4,Homens,93091,40 a 44 anos,40,30 a 59 anos,425631
2022-01-01,2022,42,4,Homens,93091,40 a 44 anos,40,30 a 59 anos,301917
2022-01-01,2022,43,4,Homens,93091,40 a 44 anos,40,30 a 59 anos,399959
2022-01-01,2022,50,4,Homens,93091,40 a 44 anos,40,30 a 59 anos,103398
2022-01-01,2022,51,4,Homens,93091,40 a 44 anos,40,30 a 59 anos,144616
2022-01-01,2022,52,4,Homens,93091,40 a 44 anos,40,30 a 59 anos,281193
2022-01-01,2022,53,4,Homens,93091,40 a 44 anos,40,30 a 59 anos,117591
2022-01-01,2022,11,4,Homens,93092,45 a 49 anos,45,30 a 59 anos,52217
2022-01-01,2022,12,4,Homens,93092,45 a 49 anos,45,30 a 59 anos,23718
2022-01-01,2022,13,4,Homens,93092,45 a 49 anos,45,30 a 59 anos,112801
2022-01-01,2022,14,4,Homens,93092,45 a 49 anos,45,30 a 59 anos,16924
2022-01-01,2022,15,4,Homens,93092,45 a 49 anos,45,30 a 59 anos,245005
2022-01-01,2022,16,4,Homens,93092,45 a 49 anos,45,30 a 59 anos,20854
2022-01-01,2022,17,4,Homens,93092,45 a 49 anos,45,30 a 59 anos,49061
2022-01-01,2022,21,4,Homens,93092,45 a 49 anos,45,30 a 59 anos,193148
2022-01-01,2022,22,4,Homens,93092,45 a 49 anos,45,30 a 59 anos,103302
2022-01-01,2022,23,4,Homens,93092,45 a 49 anos,45,30 a 59 anos,269593
2022-01-01,2022,24,4,Homens,93092,45 a 49 anos,45,30 a 59 anos,104631
2022-01-01,2022,25,4,Homens,93092,45 a 49 anos,45,30 a 59 anos,126489
2022-01-01,2022,26,4,Homens,93092,45 a 49 anos,45,30 a 59 anos,286701
2022-01-01,2022,27,4,Homens,93092,45 a 49 anos,45,30 a 59 anos,95623
2022-01-01,2022,28,4,Homens,93092,45 a 49 anos,45,30 a 59 anos,68478
2022-01-01,2022,29,4,Homens,93092,45 a 49 anos,45,30 a 59 anos,460284
2022-01-01,2022,31,4,Homens,93092,45 a 49 anos,45,30 a 59 anos,675025
2022-01-01,2022,32,4,Homens,93092,45 a 49 anos,45,30 a 59 anos,126872
2022-01-01,2022,33,4,Homens,93092,45 a 49 anos,45,30 a 59 anos,519365
2022-01-01,2022,35,4,Homens,93092,45 a 49 anos,45,30 a 59 anos,1487081
2022-01-01,2022,41,4,Homens,93092,45 a 49 anos,45,30 a 59 anos,376195
2022-01-01,2022,42,4,Homens,93092,45 a 49 anos,45,30 a 59 anos,248935
2022-01-01,2022,43,4,Homens,93092,45 a 49 anos,45,30 a 59 anos,342746
2022-01-01,2022,50,4,Homens,93092,45 a 49 anos,45,30 a 59 anos,87621
2022-01-01,2022,51,4,Homens,93092,45 a 49 anos,45,30 a 59 anos,121088
2022-01-01,2022,52,4,Homens,93092,45 a 49 anos,45,30 a 59 anos,238214
2022-01-01,2022,53,4,Homens,93092,45 a 49 anos,45,30 a 59 anos,97138
2022-01-01,2022,11,4,Homens,93093,50 a 54 anos,50,30 a 59 anos,47558
2022-01-01,2022,12,4,Homens,93093,50 a 54 anos,50,30 a 59 anos,19772
2022-01-01,2022,13,4,Homens,93093,50 a 54 anos,50,30 a 59 anos,93449
2022-01-01,2022,14,4,Homens,93093,50 a 54 anos,50,30 a 59 anos,14317
2022-01-01,2022,15,4,Homens,93093,50 a 54 anos,50,30 a 59 anos,209895
2022-01-01,2022,16,4,Homens,93093,50 a 54 anos,50,30 a 59 anos,17564
2022-01-01,2022,17,4,Homens,93093,50 a 54 anos,50,30 a 59 anos,41924
2022-01-01,2022,21,4,Homens,93093,50 a 54 anos,50,30 a 59 anos,165469
2022-01-01,2022,22,4,Homens,93093,50 a 54 anos,50,30 a 59 anos,89813
2022-01-01,2022,23,4,Homens,93093,50 a 54 anos,50,30 a 59 anos,244355
2022-01-01,2022,24,4,Homens,93093,50 a 54 anos,50,30 a 59 anos,96018
2022-01-01,2022,25,4,Homens,93093,50 a 54 anos,50,30 a 59 anos,112185
2022-01-01,2022,26,4,Homens,93093,50 a 54 anos,50,30 a 59 anos,254204
2022-01-01,2022,27,4,Homens,93093,50 a 54 anos,50,30 a 59 anos,84061
2022-01-01,2022,28,4,Homens,93093,50 a 54 anos,50,30 a 59 anos,62310
2022-01-01,2022,29,4,Homens,93093,50 a 54 anos,50,30 a 59 anos,414050
2022-01-01,2022,31,4,Homens,93093,50 a 54 anos,50,30 a 59 anos,642111
2022-01-01,2022,32,4,Homens,93093,50 a 54 anos,50,30 a 59 anos,116889
2022-01-01,2022,33,4,Homens,93093,50 a 54 anos,50,30 a 59 anos,494486
2022-01-01,2022,35,4,Homens,93093,50 a 54 anos,50,30 a 59 anos,1375110
2022-01-01,2022,41,4,Homens,93093,50 a 54 anos,50,30 a 59 anos,362198
2022-01-01,2022,42,4,Homens,93093,50 a 54 anos,50,30 a 59 anos,233481
2022-01-01,2022,43,4,Homens,93093,50 a 54 anos,50,30 a 59 anos,337216
2022-01-01,2022,50,4,Homens,93093,50 a 54 anos,50,30 a 59 anos,80880
2022-01-01,2022,51,4,Homens,93093,50 a 54 anos,50,30 a 59 anos,108393
2022-01-01,2022,52,4,Homens,93093,50 a 54 anos,50,30 a 59 anos,213233
2022-01-01,2022,53,4,Homens,93093,50 a 54 anos,50,30 a 59 anos,83450
2022-01-01,2022,11,4,Homens,93094,55 a 59 anos,55,30 a 59 anos,42507
2022-01-01,2022,12,4,Homens,93094,55 a 59 anos,55,30 a 59 anos,15763
2022-01-01,2022,13,4,Homens,93094,55 a 59 anos,55,30 a 59 anos,75093
2022-01-01,2022,14,4,Homens,93094,55 a 59 anos,55,30 a 59 anos,11850
2022-01-01,2022,15,4,Homens,93094,55 a 59 anos,55,30 a 59 anos,170815
2022-01-01,2022,16,4,Homens,93094,55 a 59 anos,55,30 a 59 anos,13650
2022-01-01,2022,17,4,Homens,93094,55 a 59 anos,55,30 a 59 anos,36585
2022-01-01,2022,21,4,Homens,93094,55 a 59 anos,55,30 a 59 anos,141239
2022-01-01,2022,22,4,Homens,93094,55 a 59 anos,55,30 a 59 anos,82295
2022-01-01,2022,23,4,Homens,93094,55 a 59 anos,55,30 a 59 anos,221823
2022-01-01,2022,24,4,Homens,93094,55 a 59 anos,55,30 a 59 anos,88339
2022-01-01,2022,25,4,Homens,93094,55 a 59 anos,55,30 a 59 anos,102247
2022-01-01,2022,26,4,Homens,93094,55 a 59 anos,55,30 a 59 anos,221676
2022-01-01,2022,27,4,Homens,93094,55 a 59 anos,55,30 a 59 anos,72967
2022-01-01,2022,28,4,Homens,93094,55 a 59 anos,55,30 a 59 anos,53807
