serie_id,serie,indicador,unidade,periodicidade,data_referencia,ano,mes,valor
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-07-18,2016,7,3.2634
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-07-19,2016,7,3.2801
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-07-20,2016,7,3.2512
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-07-21,2016,7,3.2585
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-07-22,2016,7,3.2854
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-07-25,2016,7,3.2819
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-07-26,2016,7,3.279
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-07-27,2016,7,3.282
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-07-28,2016,7,3.274
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-07-29,2016,7,3.239
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-08-01,2016,8,3.2662
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-08-02,2016,8,3.249
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-08-03,2016,8,3.2733
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-08-04,2016,8,3.2183
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-08-05,2016,8,3.1859
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-08-08,2016,8,3.1771
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-08-09,2016,8,3.1503
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-08-10,2016,8,3.1302
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-08-11,2016,8,3.1364
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-08-12,2016,8,3.1602
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-08-15,2016,8,3.1672
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-08-16,2016,8,3.1749
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-08-17,2016,8,3.2248
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-08-18,2016,8,3.2215
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-08-19,2016,8,3.2267
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-08-22,2016,8,3.2163
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-08-23,2016,8,3.2054
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-08-24,2016,8,3.2372
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-08-25,2016,8,3.2319
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-08-26,2016,8,3.2153
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-08-29,2016,8,3.2613
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-08-30,2016,8,3.2525
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-08-31,2016,8,3.2403
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-09-01,2016,9,3.2472
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-09-02,2016,9,3.2431
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-09-05,2016,9,3.2721
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-09-06,2016,9,3.2452
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-09-08,2016,9,3.1934
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-09-09,2016,9,3.2638
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-09-12,2016,9,3.2854
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-09-13,2016,9,3.2972
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-09-14,2016,9,3.3262
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-09-15,2016,9,3.3326
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-09-16,2016,9,3.3004
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-09-19,2016,9,3.2636
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-09-20,2016,9,3.254
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-09-21,2016,9,3.2408
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-09-22,2016,9,3.2015
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-09-23,2016,9,3.2242
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-09-26,2016,9,3.24
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-09-27,2016,9,3.2358
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-09-28,2016,9,3.2476
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-09-29,2016,9,3.2235
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-09-30,2016,9,3.2462
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-10-03,2016,10,3.2338
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-10-04,2016,10,3.2203
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-10-05,2016,10,3.2359
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-10-06,2016,10,3.231
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-10-07,2016,10,3.2134
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-10-10,2016,10,3.2125
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-10-11,2016,10,3.2136
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-10-13,2016,10,3.2087
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-10-14,2016,10,3.1864
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-10-17,2016,10,3.1963
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-10-18,2016,10,3.1874
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-10-19,2016,10,3.18
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-10-20,2016,10,3.1605
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-10-21,2016,10,3.1593
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-10-24,2016,10,3.1311
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-10-25,2016,10,3.1193
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-10-26,2016,10,3.1219
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-10-27,2016,10,3.1429
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-10-28,2016,10,3.1815
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-10-31,2016,10,3.1811
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-11-01,2016,11,3.2053
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-11-03,2016,11,3.231
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-11-04,2016,11,3.2449
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-11-07,2016,11,3.2024
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-11-08,2016,11,3.2024
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-11-09,2016,11,3.2258
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-11-10,2016,11,3.3104
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-11-11,2016,11,3.4377
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-11-14,2016,11,3.4446
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-11-16,2016,11,3.4183
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-11-17,2016,11,3.4052
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-11-18,2016,11,3.3917
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-11-21,2016,11,3.3517
